timestamp_brt,heart_rate_bpm,relative_video_time
2025-11-26 12:49:45,83,0.17
2025-11-26 12:49:47,82,2.17
2025-11-26 12:49:49,82,4.17
2025-11-26 12:49:50,82,5.17
2025-11-26 12:49:52,82,7.17
2025-11-26 12:49:53,82,8.18
2025-11-26 12:49:55,82,10.17
2025-11-26 12:49:56,84,11.17
2025-11-26 12:49:57,84,12.18
2025-11-26 12:49:59,86,14.18
2025-11-26 12:50:01,88,16.19
2025-11-26 12:50:03,89,18.18
2025-11-26 12:50:04,91,19.18
2025-11-26 12:50:05,91,20.19
2025-11-26 12:50:07,93,22.18
2025-11-26 12:50:09,93,24.18
2025-11-26 12:50:11,94,26.19
2025-11-26 12:50:13,95,28.19
2025-11-26 12:50:14,95,29.19
2025-11-26 12:50:16,94,31.18
2025-11-26 12:50:18,92,33.18
2025-11-26 12:50:19,92,34.18
2025-11-26 12:50:20,91,35.19
2025-11-26 12:50:22,91,37.19
2025-11-26 12:50:24,91,39.19
2025-11-26 12:50:25,91,40.19
2025-11-26 12:50:27,91,42.19
2025-11-26 12:50:28,91,43.19
2025-11-26 12:50:31,92,45.2
2025-11-26 12:50:33,92,47.2
2025-11-26 12:50:34,93,49.19
2025-11-26 12:50:35,93,50.19
2025-11-26 12:50:37,94,52.19
2025-11-26 12:50:38,96,53.2
2025-11-26 12:50:40,96,55.19
2025-11-26 12:50:42,95,57.2
2025-11-26 12:50:44,95,59.19
2025-11-26 12:50:46,95,60.2
2025-11-26 12:50:48,96,62.21
2025-11-26 12:50:49,96,64.2
2025-11-26 12:50:51,95,65.2
2025-11-26 12:50:52,95,66.2
2025-11-26 12:50:53,93,67.2
2025-11-26 12:50:55,91,69.2
2025-11-26 12:50:57,92,71.2
2025-11-26 12:50:59,95,73.22
2025-11-26 12:51:01,96,75.21
2025-11-26 12:51:03,93,77.2
2025-11-26 12:51:04,93,78.2
2025-11-26 12:51:06,92,80.21
2025-11-26 12:51:08,92,82.2
2025-11-26 12:51:09,92,83.2
2025-11-26 12:51:10,92,84.21
2025-11-26 12:51:12,90,86.21
2025-11-26 12:51:13,90,87.21
2025-11-26 12:51:14,85,88.21
2025-11-26 12:51:15,85,89.21
2025-11-26 12:51:17,84,91.21
2025-11-26 12:51:19,84,93.21
2025-11-26 12:51:20,84,94.21
2025-11-26 12:51:22,83,96.21
2025-11-26 12:51:24,83,98.21
2025-11-26 12:51:26,82,100.21
2025-11-26 12:51:28,82,102.23
2025-11-26 12:51:30,81,104.21
2025-11-26 12:51:32,80,106.21
2025-11-26 12:51:33,80,107.21
2025-11-26 12:51:35,80,109.21
2025-11-26 12:51:37,81,111.22
2025-11-26 12:51:39,82,113.21
2025-11-26 12:51:40,83,114.21
2025-11-26 12:51:41,83,115.21
2025-11-26 12:51:43,83,117.21
2025-11-26 12:51:44,79,118.21
2025-11-26 12:51:45,79,119.21
2025-11-26 12:51:47,76,121.22
2025-11-26 12:51:49,77,123.21
2025-11-26 12:51:50,78,124.21
2025-11-26 12:51:51,78,125.22
2025-11-26 12:51:53,77,127.21
2025-11-26 12:51:54,77,128.21
2025-11-26 12:51:55,76,129.22
2025-11-26 12:51:57,76,131.21
2025-11-26 12:51:58,76,132.22
2025-11-26 12:51:59,76,133.22
2025-11-26 12:52:00,76,134.23
2025-11-26 12:52:02,76,136.22
2025-11-26 12:52:03,77,137.22
2025-11-26 12:52:04,77,138.22
2025-11-26 12:52:06,78,140.23
2025-11-26 12:52:08,79,142.23
2025-11-26 12:52:10,82,144.23
2025-11-26 12:52:11,83,145.23
2025-11-26 12:52:12,83,146.23
2025-11-26 12:52:13,84,147.23
2025-11-26 12:52:14,84,148.23
2025-11-26 12:52:15,83,149.23
2025-11-26 12:52:17,83,151.23
2025-11-26 12:52:18,83,152.23
2025-11-26 12:52:19,83,153.23
2025-11-26 12:52:21,84,155.23
2025-11-26 12:52:23,83,157.23
2025-11-26 12:52:24,81,158.23
2025-11-26 12:52:26,80,160.23
2025-11-26 12:52:27,80,161.23
2025-11-26 12:52:28,79,162.24
2025-11-26 12:52:29,79,163.24
2025-11-26 12:52:31,78,165.23
2025-11-26 12:52:33,77,167.23
2025-11-26 12:52:35,77,169.23
2025-11-26 12:52:36,77,170.23
2025-11-26 12:52:37,77,171.23
2025-11-26 12:52:39,76,173.24
2025-11-26 12:52:40,75,174.24
2025-11-26 12:52:42,76,176.24
2025-11-26 12:52:43,76,177.24
2025-11-26 12:52:45,77,179.23
2025-11-26 12:52:47,76,181.23
2025-11-26 12:52:48,76,182.23
2025-11-26 12:52:49,76,183.24
2025-11-26 12:52:51,76,185.24
2025-11-26 12:52:53,78,187.24
2025-11-26 12:52:54,78,188.24
2025-11-26 12:52:55,78,189.24
2025-11-26 12:52:56,78,190.24
2025-11-26 12:52:58,77,192.24
2025-11-26 12:52:59,76,193.24
2025-11-26 12:53:01,75,195.25
2025-11-26 12:53:03,75,197.24
2025-11-26 12:53:04,75,198.24
2025-11-26 12:53:06,76,200.24
2025-11-26 12:53:07,76,201.24
2025-11-26 12:53:08,76,202.24
2025-11-26 12:53:09,77,203.25
2025-11-26 12:53:11,77,205.25
2025-11-26 12:53:13,77,207.25
2025-11-26 12:53:14,78,208.26
2025-11-26 12:53:16,78,210.25
2025-11-26 12:53:17,78,211.25
2025-11-26 12:53:19,78,213.25
2025-11-26 12:53:21,80,215.25
2025-11-26 12:53:23,80,217.25
2025-11-26 12:53:24,82,218.25
2025-11-26 12:53:26,83,220.25
2025-11-26 12:53:28,84,222.25
2025-11-26 12:53:29,84,223.25
2025-11-26 12:53:30,85,224.25
2025-11-26 12:53:31,85,225.25
2025-11-26 12:53:33,86,227.25
2025-11-26 12:53:34,86,228.25
2025-11-26 12:53:35,86,229.25
2025-11-26 12:53:36,85,230.26
2025-11-26 12:53:37,85,231.26
2025-11-26 12:53:38,85,232.26
2025-11-26 12:53:40,85,234.26
2025-11-26 12:53:42,86,236.25
2025-11-26 12:53:43,87,237.26
2025-11-26 12:53:44,87,238.26
2025-11-26 12:53:45,87,239.26
2025-11-26 12:53:47,87,241.26
2025-11-26 12:53:48,87,242.26
2025-11-26 12:53:49,87,243.26
2025-11-26 12:53:50,87,244.26
2025-11-26 12:53:52,89,246.26
2025-11-26 12:53:53,89,247.27
2025-11-26 12:53:55,88,249.27
2025-11-26 12:53:57,88,251.26
2025-11-26 12:53:58,88,252.27
2025-11-26 12:54:00,88,254.28
2025-11-26 12:54:02,88,256.27
2025-11-26 12:54:04,89,258.28
2025-11-26 12:54:06,89,260.27
2025-11-26 12:54:08,89,262.28
2025-11-26 12:54:10,88,264.28
2025-11-26 12:54:12,88,266.27
2025-11-26 12:54:14,87,268.27
2025-11-26 12:54:16,87,270.27
2025-11-26 12:54:17,87,271.28
2025-11-26 12:54:19,86,273.27
2025-11-26 12:54:21,88,275.27
2025-11-26 12:54:22,88,276.28
2025-11-26 12:54:24,88,278.28
2025-11-26 12:54:26,88,280.28
2025-11-26 12:54:27,88,281.28
2025-11-26 12:54:28,88,282.28
2025-11-26 12:54:30,89,284.27
2025-11-26 12:54:31,90,285.27
2025-11-26 12:54:32,90,286.28
2025-11-26 12:54:33,93,287.28
2025-11-26 12:54:35,94,289.28
2025-11-26 12:54:36,94,290.28
2025-11-26 12:54:37,93,291.28
2025-11-26 12:54:39,92,293.29
2025-11-26 12:54:40,92,294.29
2025-11-26 12:54:42,90,296.28
2025-11-26 12:54:43,90,297.28
2025-11-26 12:54:44,89,298.28
2025-11-26 12:54:45,89,299.29
2025-11-26 12:54:47,88,301.29
2025-11-26 12:54:49,87,303.29
2025-11-26 12:54:51,86,305.29
2025-11-26 12:54:53,85,307.29
2025-11-26 12:54:55,85,309.29
2025-11-26 12:54:56,85,310.29
2025-11-26 12:54:58,86,312.29
2025-11-26 12:55:00,86,314.29
2025-11-26 12:55:01,87,315.29
2025-11-26 12:55:03,86,317.29
2025-11-26 12:55:05,85,319.29
2025-11-26 12:55:06,85,320.29
2025-11-26 12:55:07,85,321.29
2025-11-26 12:55:09,85,323.29
2025-11-26 12:55:10,85,324.29
2025-11-26 12:55:11,85,325.3
2025-11-26 12:55:12,85,326.3
2025-11-26 12:55:14,85,328.29
2025-11-26 12:55:15,86,329.29
2025-11-26 12:55:16,86,330.3
2025-11-26 12:55:18,85,332.3
2025-11-26 12:55:20,86,334.29
2025-11-26 12:55:22,86,336.3
2025-11-26 12:55:23,86,337.31
2025-11-26 12:55:25,85,339.29
2025-11-26 12:55:26,84,340.3
2025-11-26 12:55:28,82,342.3
2025-11-26 12:55:29,82,343.3
2025-11-26 12:55:30,81,344.3
2025-11-26 12:55:32,80,346.31
2025-11-26 12:55:34,79,348.3
2025-11-26 12:55:35,78,349.3
2025-11-26 12:55:36,78,350.3
2025-11-26 12:55:37,79,351.3
2025-11-26 12:55:39,78,353.31
2025-11-26 12:55:41,78,355.32
2025-11-26 12:55:43,79,357.31
2025-11-26 12:55:45,82,359.31
2025-11-26 12:55:46,82,360.31
2025-11-26 12:55:48,79,362.31
2025-11-26 12:55:49,76,363.31
2025-11-26 12:55:50,76,364.32
2025-11-26 12:55:51,76,365.32
2025-11-26 12:55:53,75,367.31
2025-11-26 12:55:54,75,368.31
2025-11-26 12:55:55,77,369.32
2025-11-26 12:55:57,81,371.31
2025-11-26 12:55:58,81,372.32
2025-11-26 12:56:00,82,374.32
2025-11-26 12:56:01,80,375.32
2025-11-26 12:56:03,79,377.32
2025-11-26 12:56:05,79,379.32
2025-11-26 12:56:07,80,381.32
2025-11-26 12:56:09,80,383.32
2025-11-26 12:56:10,80,384.32
2025-11-26 12:56:11,81,385.32
2025-11-26 12:56:13,82,387.32
2025-11-26 12:56:15,83,389.32
2025-11-26 12:56:16,83,390.32
2025-11-26 12:56:17,83,391.32
2025-11-26 12:56:19,83,393.33
2025-11-26 12:56:21,83,395.32
