timestamp_brt,heart_rate_bpm,relative_video_time
2025-10-01 13:16:08,85,0.41
2025-10-01 13:16:09,85,1.41
2025-10-01 13:16:11,86,3.42
2025-10-01 13:16:13,86,5.41
2025-10-01 13:16:15,87,7.41
2025-10-01 13:16:17,87,9.41
2025-10-01 13:16:18,87,10.41
2025-10-01 13:16:19,88,11.41
2025-10-01 13:16:21,89,13.41
2025-10-01 13:16:22,89,14.41
2025-10-01 13:16:24,90,16.41
2025-10-01 13:16:25,92,17.41
2025-10-01 13:16:26,92,18.41
2025-10-01 13:16:27,93,19.41
2025-10-01 13:16:28,93,20.42
2025-10-01 13:16:30,95,22.42
2025-10-01 13:16:32,95,24.41
2025-10-01 13:16:33,95,25.41
2025-10-01 13:16:34,95,26.41
2025-10-01 13:16:35,95,27.42
2025-10-01 13:16:37,95,29.43
2025-10-01 13:16:39,95,31.42
2025-10-01 13:16:40,95,32.42
2025-10-01 13:16:42,96,34.42
2025-10-01 13:16:44,98,36.42
2025-10-01 13:16:45,98,37.42
2025-10-01 13:16:46,98,38.42
2025-10-01 13:16:47,98,39.42
2025-10-01 13:16:48,98,40.42
2025-10-01 13:16:50,98,42.43
2025-10-01 13:16:52,97,44.42
2025-10-01 13:16:54,94,46.42
2025-10-01 13:16:56,93,48.43
2025-10-01 13:16:58,94,50.43
2025-10-01 13:17:00,94,52.42
2025-10-01 13:17:01,94,53.43
2025-10-01 13:17:03,94,55.43
2025-10-01 13:17:04,94,56.43
2025-10-01 13:17:05,94,57.43
2025-10-01 13:17:06,93,58.43
2025-10-01 13:17:07,93,59.43
2025-10-01 13:17:08,93,60.43
2025-10-01 13:17:10,94,62.43
2025-10-01 13:17:11,94,63.43
2025-10-01 13:17:12,95,64.43
2025-10-01 13:17:13,95,65.43
2025-10-01 13:17:15,98,67.44
2025-10-01 13:17:17,99,69.43
2025-10-01 13:17:18,98,70.43
2025-10-01 13:17:20,95,72.43
2025-10-01 13:17:22,94,74.44
2025-10-01 13:17:24,93,76.43
2025-10-01 13:17:25,93,77.44
2025-10-01 13:17:26,93,78.44
2025-10-01 13:17:28,93,80.44
2025-10-01 13:17:30,95,82.43
2025-10-01 13:17:31,95,83.44
2025-10-01 13:17:33,96,85.44
2025-10-01 13:17:34,95,86.44
2025-10-01 13:17:36,94,88.44
2025-10-01 13:17:37,94,89.44
2025-10-01 13:17:38,93,90.44
2025-10-01 13:17:39,93,91.44
2025-10-01 13:17:41,94,93.44
2025-10-01 13:17:42,95,94.45
2025-10-01 13:17:44,95,96.44
2025-10-01 13:17:46,94,98.44
2025-10-01 13:17:47,94,99.44
2025-10-01 13:17:48,93,100.44
2025-10-01 13:17:49,93,101.44
2025-10-01 13:17:50,93,102.45
2025-10-01 13:17:52,92,104.44
2025-10-01 13:17:53,92,105.45
2025-10-01 13:17:55,92,107.44
2025-10-01 13:17:57,94,109.44
2025-10-01 13:17:58,95,110.45
2025-10-01 13:17:59,95,111.45
2025-10-01 13:18:01,96,113.45
2025-10-01 13:18:03,95,115.45
2025-10-01 13:18:05,95,117.45
2025-10-01 13:18:06,93,118.45
2025-10-01 13:18:07,93,119.46
2025-10-01 13:18:09,93,121.45
2025-10-01 13:18:10,87,122.46
2025-10-01 13:18:12,86,124.45
2025-10-01 13:18:14,88,126.45
2025-10-01 13:18:15,88,127.45
2025-10-01 13:18:16,90,128.45
2025-10-01 13:18:18,93,130.45
2025-10-01 13:18:20,95,132.45
2025-10-01 13:18:21,95,133.45
2025-10-01 13:18:23,93,135.45
2025-10-01 13:18:24,89,136.45
2025-10-01 13:18:26,88,138.45
2025-10-01 13:18:28,90,140.46
2025-10-01 13:18:29,90,141.46
2025-10-01 13:18:30,94,142.46
2025-10-01 13:18:32,95,144.46
2025-10-01 13:18:34,95,146.46
2025-10-01 13:18:36,95,148.46
2025-10-01 13:18:38,91,150.46
2025-10-01 13:18:39,91,151.46
2025-10-01 13:18:41,89,153.47
2025-10-01 13:18:43,88,155.46
2025-10-01 13:18:44,88,156.47
2025-10-01 13:18:45,88,157.47
2025-10-01 13:18:46,88,158.47
2025-10-01 13:18:48,88,160.46
2025-10-01 13:18:49,88,161.47
2025-10-01 13:18:51,88,163.47
2025-10-01 13:18:52,89,164.47
2025-10-01 13:18:53,89,165.47
2025-10-01 13:18:55,88,167.47
2025-10-01 13:18:56,88,168.49
2025-10-01 13:18:58,89,170.48
2025-10-01 13:19:00,89,172.47
2025-10-01 13:19:01,92,173.47
2025-10-01 13:19:03,94,175.47
2025-10-01 13:19:05,93,177.48
2025-10-01 13:19:07,89,179.48
2025-10-01 13:19:09,89,181.49
2025-10-01 13:19:11,93,183.48
2025-10-01 13:19:13,95,185.48
2025-10-01 13:19:15,95,187.48
2025-10-01 13:19:16,95,188.48
2025-10-01 13:19:18,94,190.48
2025-10-01 13:19:20,93,192.48
2025-10-01 13:19:22,92,194.48
2025-10-01 13:19:23,94,195.48
2025-10-01 13:19:25,93,197.49
2025-10-01 13:19:27,94,199.48
2025-10-01 13:19:28,94,200.48
2025-10-01 13:19:29,93,201.48
2025-10-01 13:19:30,93,202.48
2025-10-01 13:19:32,92,204.48
2025-10-01 13:19:34,91,206.48
2025-10-01 13:19:35,94,207.48
2025-10-01 13:19:37,95,209.49
2025-10-01 13:19:39,97,211.48
2025-10-01 13:19:41,96,213.48
2025-10-01 13:19:42,96,214.49
2025-10-01 13:19:44,96,216.49
2025-10-01 13:19:45,95,217.49
2025-10-01 13:19:46,95,218.49
2025-10-01 13:19:48,95,220.49
2025-10-01 13:19:49,96,221.49
2025-10-01 13:19:51,98,223.49
2025-10-01 13:19:53,98,225.5
2025-10-01 13:19:55,98,227.51
2025-10-01 13:19:57,98,229.49
2025-10-01 13:19:58,98,230.5
2025-10-01 13:20:00,97,232.5
2025-10-01 13:20:02,101,234.51
2025-10-01 13:20:04,100,236.51
2025-10-01 13:20:06,102,238.49
2025-10-01 13:20:07,100,239.5
2025-10-01 13:20:08,100,240.5
2025-10-01 13:20:10,102,242.5
2025-10-01 13:20:11,102,243.51
2025-10-01 13:20:12,101,244.51
2025-10-01 13:20:14,101,246.5
2025-10-01 13:20:15,98,247.5
2025-10-01 13:20:16,96,248.51
2025-10-01 13:20:18,92,250.5
2025-10-01 13:20:19,92,251.51
2025-10-01 13:20:20,90,252.51
2025-10-01 13:20:22,89,254.51
2025-10-01 13:20:24,89,256.51
2025-10-01 13:20:25,89,257.51
2025-10-01 13:20:26,90,258.51
2025-10-01 13:20:27,90,259.51
2025-10-01 13:20:28,91,260.51
2025-10-01 13:20:30,91,262.51
2025-10-01 13:20:31,91,263.52
2025-10-01 13:20:33,91,265.51
2025-10-01 13:20:34,91,266.52
2025-10-01 13:20:36,91,268.52
2025-10-01 13:20:37,91,269.53
2025-10-01 13:20:39,92,271.52
2025-10-01 13:20:41,93,273.53
2025-10-01 13:20:43,94,275.52
2025-10-01 13:20:45,94,277.52
2025-10-01 13:20:47,93,279.52
2025-10-01 13:20:48,92,280.53
2025-10-01 13:20:50,92,282.53
2025-10-01 13:20:52,91,284.53
2025-10-01 13:20:54,93,286.53
2025-10-01 13:20:56,92,288.53
2025-10-01 13:20:57,92,289.53
2025-10-01 13:20:59,91,291.53
2025-10-01 13:21:00,98,292.53
2025-10-01 13:21:02,100,294.53
2025-10-01 13:21:03,100,295.53
2025-10-01 13:21:04,100,296.53
2025-10-01 13:21:06,99,298.54
2025-10-01 13:21:08,96,300.54
2025-10-01 13:21:10,95,302.54
2025-10-01 13:21:12,95,304.53
2025-10-01 13:21:13,95,305.54
2025-10-01 13:21:15,95,307.55
2025-10-01 13:21:17,92,309.55
2025-10-01 13:21:19,89,311.55
2025-10-01 13:21:21,88,313.54
2025-10-01 13:21:22,87,314.54
2025-10-01 13:21:23,87,315.54
2025-10-01 13:21:24,88,316.55
2025-10-01 13:21:26,87,318.55
2025-10-01 13:21:27,87,319.55
2025-10-01 13:21:28,87,320.55
