experiment_id,model_name,pretrain_dataset,checkpoint_name,subject_id,video_name,video_dir,n_total_events,n_valid_events,n_invalid_events,coverage_rate,MAE,MAE_std_err,RMSE,RMSE_std_err,MAPE,MAPE_std_err,Pearson,Pearson_std_err,median_abs_error,std_abs_error
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_0,person_0,dataset/person_0,752,665,87,0.8843085106382979,15.5328125,0.41621745631986024,18.88043563689224,0.41621745631986024,15.680033899033461,0.4186162399794204,0.17504968950620345,0.038237126427223,14.140625,10.733246744516508
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_1,person_1,dataset/person_1,765,687,78,0.8980392156862745,18.14615743267831,0.49130047504336466,22.25103254408477,0.49130047504336466,20.22681489481473,0.5531347419635128,-0.010061501234937478,0.03820610197362237,16.65625,12.877321915148862
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_2,person_2,dataset/person_2,704,684,20,0.9715909090909091,25.04735471491228,0.5922322114563122,29.44954072542659,0.5922322114563122,35.005325645290185,0.8305256059608902,0.2356673301271544,0.03721343901429802,24.28515625,15.488882165086057
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_3,person_3,dataset/person_3,781,755,26,0.9667093469910372,21.6385502897351,0.4786968262470933,25.322630204877417,0.4786968262470933,24.87764437435888,0.564339831895994,-0.14217164505193877,0.036071848461810586,24.4765625,13.15327874910188
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_4,person_4,dataset/person_4,724,703,21,0.9709944751381215,18.66853551742532,0.4598897248397102,22.29793051723884,0.4598897248397102,18.861031558564484,0.4575795155083173,-0.08681866248852646,0.0376268661385963,17.47265625,12.193583845049021
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_5,person_5,dataset/person_5,679,666,13,0.9808541973490427,16.767466685435437,0.4480243169230265,20.367408137128805,0.4480243169230265,18.29859795656539,0.4940767997285668,-0.14084952945575935,0.03842065462593889,14.92578125,11.562152705149394
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_6,person_6,dataset/person_6,725,709,16,0.9779310344827586,16.53499647390691,0.467571204315333,20.698060190401456,0.467571204315333,18.42066869065,0.5276902579308325,-0.004993703476892747,0.03760840179170268,13.34765625,12.450043664717311
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_7,person_7,dataset/person_7,780,698,82,0.8948717948717949,17.422865553366762,0.44945198154003585,21.084524858778746,0.44945198154003585,17.676334759651365,0.4596226352309351,0.01610556817636707,0.03789998579659069,16.259765625,11.874381854638361
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_8,person_8,dataset/person_8,796,742,54,0.9321608040201005,32.514666863207545,0.6541941924723832,37.077720156343155,0.6541941924723832,45.82853856827347,0.9333909921660773,-0.017329949870134607,0.03675521056713534,33.58984375,17.820038461426744
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_9,person_9,dataset/person_9,660,644,16,0.9757575757575757,19.781977872670808,0.48812622345951995,23.340324158276356,0.48812622345951995,21.975756135142554,0.5548284698257225,0.03576004175089823,0.03944160910361293,18.408203125,12.387254871785817
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_10,person_10,dataset/person_10,769,602,167,0.7828348504551366,15.988067120016611,0.471486854599766,19.734305216513338,0.471486854599766,17.74953239719555,0.5308789872901533,-0.12298757119497876,0.04051489555977242,14.7109375,11.56825449859871
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_11,person_11,dataset/person_11,688,651,37,0.9462209302325582,20.87447196620584,0.5643345873989022,25.358821850432957,0.5643345873989022,25.29132153948537,0.693995491684733,0.052833527222360434,0.03919860965745364,18.86328125,14.398828625068175
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_12,person_12,dataset/person_12,568,508,60,0.8943661971830986,19.133581446850393,0.5982213645588972,23.407077773586554,0.5982213645588972,22.57372248727053,0.724186708335596,0.09044781661641917,0.04427320839022929,17.84765625,13.483224796593436
PhysFormer_SCAMPS,PhysFormer,SCAMPS,SCAMPS_PhysFormer_DiffNormalized.pth,person_13,person_13,dataset/person_13,943,900,43,0.9544008483563097,19.51385416666667,0.48861802874688637,24.406214877624464,0.48861802874688637,22.735816857726157,0.5711551870803651,-0.030875518930834005,0.03335452244308382,16.634765625,14.658540862406591
