experiment_id,model_name,pretrain_dataset,checkpoint_name,subject_id,video_name,video_dir,n_total_events,n_valid_events,n_invalid_events,coverage_rate,MAE,MAE_std_err,RMSE,RMSE_std_err,MAPE,MAPE_std_err,Pearson,Pearson_std_err,median_abs_error,std_abs_error
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_0,person_0,dataset/person_0,752,664,88,0.8829787234042553,32.1786226939006,0.5875421962912346,35.562345693234384,0.5875421962912346,32.566889255271356,0.5916141561084802,0.11489829652715218,0.03860870363215824,34.4765625,15.13990332626636
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_1,person_1,dataset/person_1,765,684,81,0.8941176470588236,23.525813230994153,0.5595017980031552,27.705320704988306,0.5595017980031552,26.033669629989035,0.6149568422346723,0.07473184710058631,0.03818490188168591,23.6875,14.632870777350364
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_2,person_2,dataset/person_2,704,684,20,0.9715909090909091,14.360368695175438,0.4067693082506209,17.871645079105107,0.4067693082506209,20.01080939303382,0.5712065833381696,0.06910279710084408,0.03820044378442146,11.9921875,10.638397847990413
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_3,person_3,dataset/person_3,781,755,26,0.9667093469910372,20.211791183774835,0.48496545471479136,24.209214764586953,0.48496545471479136,22.947409522528446,0.545592934592353,0.01906482566312638,0.036435402504622946,20.46875,13.325523504214642
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_4,person_4,dataset/person_4,724,702,22,0.9696132596685083,29.687750400641026,0.6252520989986533,33.99709598387664,0.6252520989986533,29.825599422136115,0.6144602690678561,0.05143992714712372,0.03774640822827856,29.4453125,16.566231058576953
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_5,person_5,dataset/person_5,679,664,15,0.9779086892488954,26.235122129141565,0.5452941358959225,29.76103449770489,0.5452941358959225,28.42369135360903,0.5891517508501827,0.13898053742851216,0.03848891256004129,25.41015625,14.051246963974664
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_6,person_6,dataset/person_6,725,709,16,0.9779310344827586,22.03035194816643,0.5392845354820238,26.29702120771504,0.5392845354820238,24.1082831332931,0.5752765483326161,-0.055721255156373134,0.0375504402256074,19.80859375,14.359558399858058
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_7,person_7,dataset/person_7,780,698,82,0.8948717948717949,34.97332221525788,0.6552122459002174,39.02290124557911,0.6552122459002174,35.37965905205256,0.6606828351538643,0.03483970640462758,0.0378818906113424,35.4453125,17.31050417665441
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_8,person_8,dataset/person_8,796,740,56,0.9296482412060302,13.635926942567568,0.4278241386614719,17.92716622511485,0.4278241386614719,19.06252328446921,0.5951767370096654,0.1672447289644937,0.036292047861561885,10.4765625,11.638074809858306
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_9,person_9,dataset/person_9,660,643,17,0.9742424242424242,24.804778625583204,0.5789837942655898,28.8240340539011,0.5789837942655898,27.134399416779203,0.6202845523577925,0.03835650975509361,0.03946855969777539,25.35546875,14.681549525723128
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_10,person_10,dataset/person_10,769,602,167,0.7828348504551366,25.456265573089702,0.581875913639654,29.186407168574366,0.581875913639654,28.04884945976564,0.6338168557956148,0.04087901088185594,0.040790703729921135,25.537109375,14.276726042133651
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_11,person_11,dataset/person_11,688,651,37,0.9462209302325582,18.69239031298003,0.4619425197583941,22.098029912615008,0.4619425197583941,22.420687782358918,0.5449163114296025,0.005773175492159337,0.03925277944375005,17.56640625,11.7863255684729
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_12,person_12,dataset/person_12,568,508,60,0.8943661971830986,18.470533956692915,0.5231124849393376,21.912853168180668,0.5231124849393376,21.57674009899838,0.6070430274777954,0.15698573355172873,0.04390421390863556,16.923828125,11.790356624161104
TSCAN_SCAMPS,TSCAN,SCAMPS,SCAMPS_TSCAN.pth,person_13,person_13,dataset/person_13,943,899,44,0.953340402969247,23.197511123470523,0.4711364876510311,27.16017643039304,0.4711364876510311,26.74746744299425,0.5365384886402208,-0.036509456414343486,0.03336676795194427,22.11328125,14.126240172336693
