experiment_id,model_name,pretrain_dataset,checkpoint_name,group_by,group_value,n_total_events,n_valid_events,n_invalid_events,coverage_rate,MAE,MAE_std_err,RMSE,RMSE_std_err,MAPE,MAPE_std_err,Pearson,Pearson_std_err,median_abs_error,std_abs_error
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,global,all,10334,9603,731,0.9292626282175344,25.71245720738311,0.1593054499030372,30.080518005200332,0.1593054499030372,28.559288715238182,0.16635733538595385,-0.03773361433534695,0.010198407590320846,24.87109375,15.61112128643147
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_0,752,664,88,0.8829787234042553,37.16027979103916,0.571527640312333,39.972214178425574,0.571527640312333,37.558150362365105,0.5692449523648483,0.03445302586781029,0.03884302962133587,38.35546875,14.727237085672693
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_1,765,684,81,0.8941176470588236,24.77254660087719,0.5779683139405162,29.02012176896221,0.5779683139405162,27.33251517116007,0.6291542682307034,-0.09198852045346906,0.038129623648380385,23.71875,15.115832838211801
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_2,704,684,20,0.9715909090909091,16.152075338084796,0.40293997053757685,19.285854964435313,0.40293997053757685,22.548610386463682,0.5575129756047271,0.09023202806269963,0.038135777282775105,14.62890625,10.538247671319324
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_3,781,755,26,0.9667093469910372,23.363094991721855,0.5427668186982016,27.717396185418327,0.5427668186982016,26.38144084561813,0.6054950782160817,-0.04865969755314913,0.03639885718756116,21.80859375,14.913746803108323
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_4,724,702,22,0.9696132596685083,34.03828347578347,0.6168740355097719,37.75896333467651,0.6168740355097719,34.136966037868895,0.5982904993985224,-0.026869596934806155,0.037782800787821834,35.35546875,16.344251898806814
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_5,679,664,15,0.9779086892488954,29.225309440888555,0.531940705700315,32.280098498372645,0.531940705700315,31.59040810731673,0.5709322088277554,0.03852655177659862,0.03883724862004172,29.734375,13.707153138013387
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_6,725,709,16,0.9779310344827586,25.174277150916783,0.5578480867987198,29.22979852862777,0.5578480867987198,27.690197819380167,0.6052378682739924,0.08246950105809574,0.03748075944676312,25.71875,14.853851081554552
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_7,780,698,82,0.8948717948717949,36.553288413323784,0.5647457274632626,39.481152896487984,0.5647457274632626,36.925031177078836,0.5630444920455228,0.03643022656934558,0.0378797408662217,38.33984375,14.92040683789255
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_8,796,740,56,0.9296482412060302,13.479302153716215,0.34673529936851744,16.45169774655578,0.34673529936851744,18.896564383479994,0.48343110734076983,0.005017555670356875,0.036810045320502104,11.35546875,9.432219897396891
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_9,660,643,17,0.9742424242424242,25.940543594479006,0.5991446110765656,30.06213988325763,0.5991446110765656,28.33094794124577,0.6378025722352388,0.018326614001474322,0.03949099178900569,24.71875,15.192776322433081
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_10,769,602,167,0.7828348504551366,28.990863787375414,0.5818820507221649,32.31562144152019,0.5818820507221649,31.872389547614148,0.6284814768398207,-0.0630148888264479,0.040743693249920915,29.234375,14.276876619677166
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_11,688,651,37,0.9462209302325582,20.424047139016896,0.4788075032978488,23.79890259132354,0.4788075032978488,24.49377616079393,0.5683207619570445,-0.09919451524851884,0.039059838100752906,20.203125,12.216630591718896
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_12,568,508,60,0.8943661971830986,21.224717027559056,0.640133556182959,25.66422150648033,0.640133556182959,24.663803362935454,0.7222395139072239,-0.08844074007067469,0.04428122121580597,19.791015625,14.427877620555709
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,subject_id,person_13,943,899,44,0.953340402969247,24.20725285038932,0.48618539826031076,28.257624310167756,0.48618539826031076,27.887942989848376,0.5506887708749464,0.016218581984751512,0.03338463651081439,24.4453125,14.577456605728646
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,discard_reason,,9603,9603,0,1.0,25.71245720738311,0.1593054499030372,30.080518005200332,0.1593054499030372,28.559288715238182,0.16635733538595385,-0.03773361433534695,0.010198407590320846,24.87109375,15.61112128643147
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,discard_reason,annotated_failure_interval,447,0,447,0.0,,,,,,,,,,
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,discard_reason,before_window_seconds,90,0,90,0.0,,,,,,,,,,
EfficientPhys_PURE,EfficientPhys,PURE,PURE_EfficientPhys.pth,discard_reason,window_out_of_prediction_bounds,194,0,194,0.0,,,,,,,,,,
